repo,stars,forks,pull_requests,pScore,pScore_normalized,popular,s_num_nodes,s_weighted_mean_degree,s_num_component,s_avg_clustering_coef,s_largest_component,s_graph_density,t_num_dev_nodes,t_num_file_nodes,t_num_dev_per_file,t_num_file_per_dev,t_graph_density,proj_name,month,st_num_dev,t_net_overlap,s_net_overlap
echarts,62125,19696,30,82721,1.0,1,11,21.818181818181817,2,0.3848484848484848,9,0.3090909090909091,6,1429,1.01259622113366,241.16666666666663,0.1687660368556099,echarts,13,2,0.0033025099075297,0.2666666666666666
echarts,62125,19696,30,82721,1.0,1,13,12.0,1,0.2776556776556776,13,0.2179487179487179,2,151,1.0066225165562914,76.0,0.5033112582781457,echarts,14,1,0.0276412776412776,0.2058823529411764
echarts,62125,19696,30,82721,1.0,1,10,10.8,1,0.1033333333333333,10,0.2666666666666666,3,37,1.0,12.333333333333334,0.3333333333333333,echarts,15,1,0.1137440758293838,0.2413793103448276
echarts,62125,19696,30,82721,1.0,1,8,8.0,1,0.0,8,0.25,5,166,1.0602409638554218,35.2,0.2120481927710843,echarts,16,1,0.0085106382978723,0.1578947368421052
echarts,62125,19696,30,82721,1.0,1,5,4.8,1,0.0,5,0.5,6,402,1.4751243781094527,98.83333333333331,0.2458540630182421,echarts,17,2,0.2088197146562905,0.0833333333333333
echarts,62125,19696,30,82721,1.0,1,0,0.0,0,0.0,0,0.0,9,359,1.275766016713092,50.888888888888886,0.141751779634788,echarts,18,0,0.1405508072174738,0.0
echarts,62125,19696,30,82721,1.0,1,16,23.0,1,0.610004892367906,16,0.2166666666666666,6,1144,1.1013986013986017,210.0,0.1835664335664335,echarts,19,2,0.0511925538103548,0.0
echarts,62125,19696,30,82721,1.0,1,23,18.956521739130434,1,0.2432892961805693,23,0.1462450592885375,9,1341,1.1021625652498137,164.22222222222223,0.1224625072499792,echarts,20,2,0.033941605839416,0.2698412698412698
echarts,62125,19696,30,82721,1.0,1,16,8.0,1,0.0738600628930817,16,0.125,12,1113,1.306379155435759,121.16666666666669,0.1088649296196466,echarts,21,3,0.3761499148211243,0.0769230769230769
echarts,62125,19696,30,82721,1.0,1,14,9.428571428571429,1,0.4214285714285714,14,0.2087912087912088,7,392,1.405612244897959,78.71428571428571,0.200801749271137,echarts,22,2,0.0049825610363726,0.1470588235294117
echarts,62125,19696,30,82721,1.0,1,15,6.933333333333334,1,0.3508715356061123,15,0.1809523809523809,8,491,1.5906313645621182,97.625,0.1988289205702647,echarts,23,2,0.3228228228228228,0.2894736842105263
echarts,62125,19696,30,82721,1.0,1,11,4.7272727272727275,2,0.0,9,0.1454545454545454,10,206,1.4320388349514563,29.5,0.1432038834951456,echarts,24,1,0.1356877323420074,0.074074074074074
echarts,62125,19696,30,82721,1.0,1,13,5.538461538461538,1,0.0,13,0.1538461538461538,7,215,1.213953488372093,37.285714285714285,0.173421926910299,echarts,25,1,0.1133093525179856,0.1
echarts,62125,19696,30,82721,1.0,1,13,4.923076923076923,1,0.1774001192605843,13,0.1666666666666666,8,394,1.512690355329949,74.5,0.1890862944162436,echarts,26,1,0.1773628938156359,0.12
echarts,62125,19696,30,82721,1.0,1,10,10.4,1,0.19,10,0.2444444444444444,12,414,2.391304347826087,82.5,0.1992753623188405,echarts,27,2,0.1342155009451796,0.2083333333333333
echarts,62125,19696,30,82721,1.0,1,10,4.4,2,0.0,8,0.2,11,331,1.4501510574018126,43.63636363636363,0.1318319143092557,echarts,28,2,0.075356415478615,0.1
