s_num_nodes,s_weighted_mean_degree,s_num_component,s_avg_clustering_coef,s_largest_component,s_graph_density,t_num_dev_nodes,t_num_file_nodes,t_num_dev_per_file,t_num_file_per_dev,t_graph_density,proj_name,month,st_num_dev,t_net_overlap,s_net_overlap
10,25.2,1,0.4966666666666667,10,0.37777777777777777,2,104,1.1634615384615385,60.5,0.5817307692307693,openwebbeans,3,2,0.12350597609561753,0.32142857142857145
13,10.461538461538462,2,0.2512820512820513,9,0.19230769230769232,2,201,1.0348258706467661,104.0,0.5174129353233831,openwebbeans,4,2,0.14893617021276595,0.15625
10,24.8,2,0.38,8,0.3111111111111111,2,95,1.1473684210526316,54.5,0.5736842105263158,openwebbeans,5,2,0.0694006309148265,0.27586206896551724
9,16.88888888888889,2,0.5444444444444445,7,0.3055555555555556,2,86,1.0,43.0,0.5,openwebbeans,6,2,0.05641025641025641,0.28
5,20.0,1,0.6,5,0.6,2,249,1.0120481927710843,126.0,0.5060240963855421,openwebbeans,7,2,0.15976331360946747,0.29411764705882354
7,5.714285714285714,2,0.3333333333333333,5,0.2857142857142857,2,199,1.015075376884422,101.0,0.507537688442211,openwebbeans,8,2,0.18502202643171806,0.3333333333333333
9,20.444444444444443,1,0.3111111111111111,9,0.2777777777777778,2,245,1.0408163265306123,127.5,0.5204081632653061,openwebbeans,9,2,0.10722100656455143,0.0625
11,35.63636363636363,2,0.6363636363636364,8,0.41818181818181815,3,119,1.2436974789915967,49.333333333333336,0.41456582633053224,openwebbeans,10,3,0.06947890818858561,0.18181818181818182
18,16.88888888888889,1,0.28484848484848485,18,0.17647058823529413,3,195,1.1025641025641026,71.66666666666667,0.36752136752136755,openwebbeans,11,3,0.1184573002754821,0.16
18,26.88888888888889,1,0.3636363636363636,18,0.21568627450980393,3,264,1.1401515151515151,100.33333333333333,0.380050505050505,openwebbeans,12,3,0.14534883720930233,0.25
19,8.210526315789474,1,0.21626794258373208,19,0.15204678362573099,1,1,1.0,1.0,1.0,openwhisk,0,1,0.0,0.0
22,21.09090909090909,1,0.4026695526695526,22,0.17316017316017315,0,0,0.0,0.0,0.0,openwhisk,1,0,0.0,0.09090909090909091
16,12.25,1,0.2318452380952381,16,0.18333333333333332,1,2,1.0,2.0,1.0,openwhisk,2,0,0.0,0.11290322580645161
13,15.384615384615385,1,0.22564102564102567,13,0.19230769230769232,15,166,1.1746987951807228,13.0,0.0783132530120482,openwhisk,3,3,0.005050505050505051,0.08108108108108109
15,6.4,1,0.4222222222222222,15,0.17142857142857143,30,424,1.5566037735849056,22.0,0.05188679245283019,openwhisk,4,3,0.06775700934579439,0.09090909090909091
16,9.5,1,0.4090909090909091,16,0.20833333333333334,24,280,1.3678571428571429,15.958333333333334,0.05699404761904762,openwhisk,5,4,0.06992337164750957,0.09302325581395349
28,10.857142857142858,1,0.18986291486291487,28,0.11375661375661375,28,313,1.5335463258785942,17.142857142857142,0.05476951163852122,openwhisk,6,9,0.08101851851851852,0.04411764705882353
30,12.533333333333333,1,0.22154882154882155,30,0.12183908045977011,27,395,1.5645569620253164,22.88888888888889,0.0579465541490858,openwhisk,7,9,0.12568306010928962,0.0625
20,6.2,2,0.06999999999999999,18,0.11052631578947368,24,156,1.2692307692307692,8.25,0.052884615384615384,openwhisk,8,5,0.06985294117647059,0.04054054054054054
23,9.217391304347826,1,0.2652173913043478,23,0.12648221343873517,27,247,1.3441295546558705,12.296296296296296,0.049782576098365575,openwhisk,9,5,0.09245283018867924,0.07547169811320754
14,8.857142857142858,1,0.0,14,0.18681318681318682,21,114,1.219298245614035,6.619047619047619,0.05806182121971595,openwhisk,10,4,0.09341825902335456,0.12244897959183673
14,7.428571428571429,3,0.09047619047619047,10,0.14285714285714285,31,272,1.4264705882352942,12.516129032258064,0.04601518026565465,openwhisk,11,4,0.08918406072106262,0.03333333333333333
13,8.307692307692308,1,0.10769230769230768,13,0.16666666666666666,32,321,1.4361370716510904,14.40625,0.044879283489096575,openwhisk,12,6,0.14470588235294118,0.038461538461538464
15,6.666666666666667,1,0.05777777777777778,15,0.1523809523809524,31,333,1.2732732732732732,13.67741935483871,0.041073331395912044,openwhisk,13,5,0.1275395033860045,0.10344827586206896
23,15.478260869565217,1,0.28467908902691513,23,0.15019762845849802,32,374,1.1657754010695187,13.625,0.03643048128342246,openwhisk,14,9,0.08943089430894309,0.07407407407407407
33,18.12121212121212,1,0.1666338787446054,33,0.09753787878787878,28,329,1.3738601823708207,16.142857142857142,0.049066435084672164,openwhisk,15,11,0.07295173961840629,0.1111111111111111
21,11.619047619047619,1,0.15951350237064524,21,0.15714285714285714,25,231,1.2424242424242424,11.48,0.0496969696969697,openwhisk,16,9,0.0553306342780027,0.15294117647058825
17,8.705882352941176,1,0.16666666666666666,17,0.14705882352941177,32,334,1.2544910179640718,13.09375,0.039202844311377244,openwhisk,17,8,0.09476661951909476,0.07547169811320754
28,23.142857142857142,1,0.4434480202337345,28,0.16666666666666666,35,265,1.4867924528301886,11.257142857142858,0.04247978436657682,openwhisk,18,12,0.085995085995086,0.0963855421686747
32,18.25,1,0.3415204678362574,32,0.12903225806451613,29,182,1.2582417582417582,7.896551724137931,0.0433876468359227,openwhisk,19,11,0.10914927768860354,0.14960629921259844
27,25.77777777777778,1,0.43428373853210445,27,0.19943019943019943,23,141,1.2553191489361701,7.695652173913044,0.0545790934320074,openwhisk,20,9,0.0857843137254902,0.1417910447761194
27,14.37037037037037,1,0.17060819838597616,27,0.1452991452991453,24,442,1.2217194570135748,22.5,0.05090497737556561,openwhisk,21,8,0.027777777777777776,0.06611570247933884
20,9.2,1,0.22587301587301586,20,0.1368421052631579,19,96,1.3020833333333333,6.578947368421052,0.06853070175438597,openwhisk,22,8,0.02252252252252252,0.1038961038961039
18,10.444444444444445,1,0.2056878306878307,18,0.1437908496732026,17,107,1.1401869158878504,7.176470588235294,0.06706981858163827,openwhisk,23,6,0.032,0.10416666666666667
17,18.823529411764707,1,0.44453781512605045,17,0.22058823529411764,28,118,1.1610169491525424,4.892857142857143,0.04146489104116223,openwhisk,24,6,0.08365019011406843,0.15384615384615385
17,16.235294117647058,1,0.5014727102962397,17,0.25735294117647056,19,196,1.2091836734693877,12.473684210526315,0.06364124597207305,openwhisk,25,5,0.06133333333333333,0.13846153846153847
25,11.36,2,0.32176190476190475,22,0.12333333333333334,26,175,1.1428571428571428,7.6923076923076925,0.04395604395604396,openwhisk,26,8,0.16247139588100687,0.125
26,22.0,1,0.44329687406610485,26,0.20307692307692307,19,115,1.0695652173913044,6.473684210526316,0.056292906178489706,openwhisk,27,8,0.06811145510835913,0.18446601941747573
22,12.363636363636363,1,0.2437229437229437,22,0.1774891774891775,14,245,1.1428571428571428,20.0,0.08163265306122448,openwhisk,28,4,0.03970223325062035,0.14018691588785046
21,13.904761904761905,1,0.3797808012093726,21,0.20476190476190476,15,200,1.09,14.533333333333333,0.07266666666666667,openwhisk,29,5,0.09036144578313253,0.13095238095238096
29,20.689655172413794,1,0.44231411862990805,29,0.16748768472906403,0,0,0.0,0.0,0.0,openwhisk,30,0,0.0,0.12612612612612611
0,0.0,0,0.0,0,0.0,2,11,1.0,5.5,0.5,parquet,0,0,0.0,0.0
16,10.75,2,0.1556547619047619,13,0.16666666666666666,12,108,1.0555555555555556,9.5,0.08796296296296297,parquet,1,6,0.016,0.0
12,6.333333333333333,1,0.16964285714285712,12,0.18181818181818182,6,25,1.04,4.333333333333333,0.17333333333333334,parquet,2,1,0.02142857142857143,0.0625
21,10.285714285714286,1,0.22724867724867726,21,0.13333333333333333,6,65,1.0923076923076922,11.833333333333334,0.18205128205128204,parquet,3,3,0.1134020618556701,0.05
16,6.5,2,0.027976190476190474,14,0.15,6,17,1.0588235294117647,3.0,0.17647058823529413,parquet,4,2,0.011235955056179775,0.08695652173913043
16,6.75,2,0.17291666666666666,11,0.13333333333333333,6,23,1.0,3.8333333333333335,0.16666666666666666,parquet,5,3,0.0,0.058823529411764705
