project_id,incubation_length,active_devs,num_commits,num_committers,num_files,num_emails,num_senders,num_respondents,skew_c,skew_e,c_percentage,e_percentage,inactive_c,inactive_e,c_nodes,c_edges,c_c_coef,c_mean_degree,c_long_tail,c_triangles,e_nodes,e_edges,e_c_coef,e_mean_degree,e_long_tail,e_triangles,e_bidirected_edges
122,35.86666666666667,267,17746,92,5321,8075,231,220,1.0636102812444452,1.4900467151891574,0.6201397498027724,0.6473065015479876,0.04674610449129239,0.0423572744014733,91,1308,0.8082801409978468,28.747252747252748,51,11290.0,231,1060,0.3690865006335327,9.177489177489177,38,2243.0,1579
123,23.4,116,3784,8,572,6428,108,107,-0.2345659000389899,-0.008807478555598562,0.39825581395348836,0.7700684505289359,0.0662739322533137,0.029914529914529916,8,26,0.9404761904761905,6.5,7,45.0,109,352,0.4242215987432799,6.458715596330276,12,479.0,582
124,14.333333333333334,40,25296,12,2006,1641,33,33,0.40226936002962044,-0.13569426642567464,0.6895161290322581,0.7794028031687995,0.0936768149882904,0.03686635944700461,12,49,0.8670695045695046,8.166666666666666,9,103.0,33,88,0.37749269468637053,5.333333333333333,9,67.0,129
127,8.466666666666667,122,97,8,55,868,115,112,-0.8939122000961356,0.007100981138791225,0.3402061855670103,0.6324884792626728,0.5089820359281437,0.044585987261146494,6,3,0.0,1.0,0,0.0,115,230,0.34420847402301985,4.0,3,82.0,385
128,11.733333333333333,136,340940,50,9769,4259,111,106,1.0714717743656739,-0.51560339217362,0.6008857863553705,0.7497065038741488,0.020066889632107024,0.03812316715542522,50,742,0.8770195709185703,29.68,41,7229.0,112,421,0.377611648472056,7.517857142857143,14,1024.0,650
129,23.766666666666666,172,15578,35,3169,7799,157,147,0.3173728205280142,1.6020778042871646,0.6609962768006162,0.7752275932811898,0.07293354943273905,0.05,34,298,0.8489165132559243,17.529411764705884,24,1563.0,157,668,0.44167524767230903,8.509554140127388,15,1648.0,1042
130,25.7,73,35404,4,5640,3706,69,67,0.711312282887463,0.42762674454221966,0.9416167664670658,0.8022126281705343,0.08152173913043478,0.04404145077720207,4,5,0.8333333333333333,2.5,2,2.0,70,189,0.5012860774928597,5.4,5,181.0,276
131,11.766666666666667,118,4113,4,698,2418,115,116,0.4015369661964931,0.0042566277459638565,0.8862144420131292,0.7853598014888338,0.06832298136645963,0.030303030303030304,4,4,0.5833333333333334,2.0,3,1.0,118,278,0.41088931538452544,4.711864406779661,3,189.0,461
132,18.8,291,8117,12,1722,6340,280,276,-0.7406191099100674,-0.1551463555408862,0.6120487864974744,0.7862776025236593,0.0626118067978533,0.11217948717948718,12,49,0.9035774410774412,8.166666666666666,10,112.0,286,995,0.5020780707385636,6.958041958041958,9,1645.0,1645
134,5.666666666666667,113,18714,18,6129,9195,105,99,1.5017027376757202,-0.03439236903464977,0.7620498022870578,0.8384991843393148,0.04597701149425287,0.06770833333333333,18,93,0.8439259814259814,10.333333333333334,14,254.0,105,433,0.5512229989851519,8.247619047619047,12,745.0,743
135,6.833333333333333,47,2236,7,704,2051,41,42,-0.514056940137191,-0.27427680012060535,0.3224508050089445,0.7898586055582643,0.05416666666666667,0.024691358024691357,6,10,0.6944444444444445,3.3333333333333335,5,7.0,45,119,0.3991080120662388,5.288888888888889,9,112.0,177
136,17.066666666666666,101,11310,9,4855,4981,92,94,0.11277730358763605,-0.6248967840183155,0.8328912466843501,0.8347721341096166,0.2679324894514768,0.03522504892367906,9,21,0.7285714285714285,4.666666666666667,7,23.0,95,266,0.4127657032391893,5.6,4,299.0,439
137,22.7,25,8791,8,601,605,22,20,0.35437968222859123,0.4354267390420623,0.7100443635536344,0.7785123966942149,0.16296296296296298,0.19881305637982197,8,23,0.9404761904761905,5.75,7,36.0,22,51,0.5077104713468349,4.636363636363637,6,40.0,83
138,32.56666666666667,72,7597,19,1226,1493,66,65,0.5244770622419885,1.8859328696117865,0.6344609714360931,0.6637642330877428,0.33659491193737767,0.16979166666666667,17,88,0.856811815635345,10.352941176470589,12,240.0,66,171,0.43685988864241987,5.181818181818182,10,148.0,272
139,71.06666666666666,320,12261,8,1022,8765,314,310,1.519195155215145,1.222688125351648,0.40959138732566674,0.8537364517969196,0.12848070346849047,0.036458333333333336,8,22,0.8392857142857143,5.5,7,35.0,316,900,0.4993774486365606,5.69620253164557,5,915.0,1522
141,16.033333333333335,33,33898,9,3273,996,30,28,-0.15228951257344633,0.1678653614702422,0.9973744763702873,0.6827309236947792,0.06318082788671024,0.0640495867768595,9,12,0.5714285714285714,2.6666666666666665,4,5.0,30,69,0.41383190883190885,4.6,7,51.0,98
142,15.9,162,3634,9,620,6276,153,151,0.002245892985424815,-0.19356250630357255,0.3593835993395707,0.8459209687699172,0.08771929824561403,0.01882845188284519,9,29,0.8611111111111112,6.444444444444445,8,56.0,154,447,0.4629573023890069,5.805194805194805,7,466.0,747
143,12.066666666666666,34,2050,10,596,981,28,29,-0.1733216806564005,-0.01953562834400239,0.41024390243902437,0.6778797145769623,0.13445378151260504,0.09776536312849161,10,26,0.8376984126984128,5.2,6,29.0,29,63,0.49460826529792046,4.344827586206897,4,34.0,93
144,7.666666666666667,40,9979,12,1429,590,35,34,0.12419439440333582,0.2604675127166649,0.4934362160537128,0.6728813559322034,0.07407407407407407,0.1145374449339207,12,56,0.9138047138047138,9.333333333333334,10,145.0,35,97,0.4165610579896294,5.542857142857143,11,98.0,134
145,11.933333333333334,184,28902,22,2026,3360,168,155,-0.48025312959643374,-0.020831668200100097,0.5356376721334164,0.7178571428571429,0.04491017964071856,0.01729106628242075,22,149,0.8556338890493127,13.545454545454545,17,552.0,168,637,0.5152136418596179,7.583333333333333,9,1086.0,905
146,10.433333333333334,72,10780,22,1340,5025,60,55,0.7296504869702313,0.06982740766373585,0.800278293135436,0.7685572139303483,0.09060402684563758,0.03793103448275862,21,123,0.8325462135944223,11.714285714285714,16,378.0,61,230,0.4595190108228414,7.540983606557377,18,358.0,326
153,18.566666666666666,138,7968,10,1666,1980,129,127,-0.18597175392447715,0.10652744493235594,0.5587349397590361,0.7686868686868686,0.12259194395796848,0.06260869565217392,10,36,0.8785714285714284,7.2,8,66.0,130,313,0.28193585994429876,4.815384615384615,9,290.0,499
154,19.333333333333332,45,11438,9,1284,1289,37,37,0.804000572332938,-0.24477649561571557,0.8469137961182025,0.7160589604344453,0.15232974910394265,0.10526315789473684,9,29,0.9232804232804234,6.444444444444445,8,51.0,39,104,0.48276688966791836,5.333333333333333,7,110.0,166
155,22.433333333333334,86,2585,14,827,1870,80,79,-0.04229542487862482,-0.23678833809660374,0.6197292069632495,0.6684491978609626,0.10888252148997135,0.06006006006006006,13,41,0.7475413475413476,6.3076923076923075,11,63.0,80,237,0.4217234103186115,5.925,10,207.0,354
156,28.566666666666666,96,8074,7,2189,5031,89,87,-0.3845485926928053,-0.6218753659581907,0.9513252415159772,0.8423772609819121,0.04215456674473068,0.04176334106728538,7,12,0.7952380952380952,3.4285714285714284,2,7.0,89,187,0.28021158383995537,4.202247191011236,2,105.0,315
157,11.733333333333333,39,13255,9,3020,1349,35,34,1.1565174636907338,0.10468091476856979,0.2946812523576009,0.687175685693106,0.11392405063291139,0.06111111111111111,9,36,1.0,8.0,0,84.0,35,103,0.5754324695318485,5.885714285714286,10,135.0,168
159,30.3,183,15338,10,3419,11288,178,170,1.0380649757530518,-0.6582188054018235,0.9045507888903377,0.9068036853295535,0.22148541114058357,0.1288888888888889,10,43,0.9611111111111112,8.6,9,105.0,179,468,0.41244734694883894,5.229050279329609,8,417.0,783
160,17.533333333333335,57,4302,12,686,1109,48,46,1.9700307286132122,0.025248944485199255,0.9388656438865643,0.757439134355275,0.176,0.04580152671755725,11,22,0.7688311688311689,4.0,5,18.0,48,107,0.400587127217562,4.458333333333333,3,67.0,159
161,16.666666666666668,169,10656,27,1816,10190,159,158,0.6976430318931256,-0.6312103722337924,0.7024211711711712,0.7704612365063788,0.07692307692307693,0.029469548133595286,27,179,0.8040461402248544,13.25925925925926,20,673.0,159,752,0.4913945033657831,9.459119496855346,36,1517.0,1177
163,18.8,13,258,4,117,139,9,10,0.33182886017234353,-1.4601606226319337,0.624031007751938,0.3597122302158273,0.5772357723577236,0.6294117647058823,3,3,1.0,2.0,0,1.0,10,22,0.5816666666666667,4.4,6,9.0,31
