s_num_nodes,s_weighted_mean_degree,s_num_component,s_avg_clustering_coef,s_largest_component,s_graph_density,t_num_dev_nodes,t_num_file_nodes,t_num_dev_per_file,t_num_file_per_dev,t_graph_density,proj_name,month,st_num_dev,t_net_overlap,s_net_overlap,stars,forks,pull_requests,pScore,popular
14,12.857142857142858,2,0.0999219359875097,9,0.1318681318681318,2,27,1.037037037037037,14.0,0.5185185185185185,ace,5,1,0.0,0.0769230769230769,27,23,16,306,0
13,8.923076923076923,2,0.3651282051282051,9,0.1794871794871795,0,0,0.0,0.0,0.0,ace,6,0,0.0,0.0769230769230769,27,23,16,306,0
11,22.181818181818183,2,0.2454545454545454,8,0.2363636363636363,0,0,0.0,0.0,0.0,ace,7,0,0.0,0.1851851851851851,27,23,16,306,0
9,19.555555555555557,1,0.2888888888888888,9,0.3333333333333333,2,9,1.0,4.5,0.5,ace,8,2,0.0,0.24,27,23,16,306,0
7,8.571428571428571,1,0.3095238095238095,7,0.3809523809523809,0,0,0.0,0.0,0.0,ace,9,0,0.0,0.1,27,23,16,306,0
4,4.0,2,0.0,2,0.3333333333333333,2,53,1.0566037735849056,28.0,0.5283018867924528,ace,10,1,0.0,0.1,27,23,16,306,0
4,5.0,1,0.5833333333333333,4,0.6666666666666666,1,26,1.0,26.0,1.0,ace,11,1,0.024390243902439,0.0,27,23,16,306,0
3,12.0,1,1.0,3,1.0,1,25,1.0,25.0,1.0,ace,12,1,0.0,0.0,27,23,16,306,0
5,4.0,2,0.0,3,0.3,1,3,1.0,3.0,1.0,ace,13,1,0.0,0.0,27,23,16,306,0
4,7.0,1,0.0,4,0.5,1,3,1.0,3.0,1.0,ace,14,1,0.0,0.0,27,23,16,306,0
3,4.0,1,0.0,3,0.6666666666666666,1,43,1.0,43.0,1.0,ace,15,1,0.0434782608695652,0.2,27,23,16,306,0
5,6.4,2,0.0,3,0.3,2,8,1.125,4.5,0.5625,ace,16,1,0.0769230769230769,0.0,27,23,16,306,0
14,11.142857142857142,2,0.3974025974025973,12,0.2307692307692307,1,1,1.0,1.0,1.0,ace,17,1,0.0,0.0416666666666666,27,23,16,306,0
14,9.714285714285714,2,0.3340136054421768,12,0.1758241758241758,2,55,1.0727272727272728,29.5,0.5363636363636364,ace,18,1,0.0,0.054054054054054,27,23,16,306,0
0,0.0,0,0.0,0,0.0,2,13,1.0769230769230769,7.0,0.5384615384615384,ace,19,0,0.0410958904109589,0.0,27,23,16,306,0
13,11.384615384615383,2,0.3698340874811462,9,0.1666666666666666,2,31,1.032258064516129,16.0,0.5161290322580645,ace,20,1,0.0652173913043478,0.0,27,23,16,306,0
17,21.647058823529413,2,0.2411764705882352,13,0.1691176470588235,3,17,1.0588235294117647,6.0,0.3529411764705882,ace,21,1,0.16,0.0833333333333333,27,23,16,306,0
5,5.6,1,0.0,5,0.4,2,16,1.1875,9.5,0.59375,ace,22,1,0.1081081081081081,0.037037037037037,27,23,16,306,0
13,9.23076923076923,1,0.2564102564102564,13,0.1794871794871795,1,2,1.0,2.0,1.0,ace,23,0,0.0952380952380952,0.0555555555555555,27,23,16,306,0
12,5.666666666666667,2,0.3444444444444444,9,0.1969696969696969,3,6,1.1666666666666667,2.3333333333333335,0.3888888888888889,ace,24,2,0.0,0.1481481481481481,27,23,16,306,0
10,11.6,1,0.25,10,0.2666666666666666,2,20,1.05,10.5,0.525,ace,25,0,0.0,0.16,27,23,16,306,0
9,10.22222222222222,2,0.5407407407407407,7,0.2777777777777778,1,12,1.0,12.0,1.0,ace,26,1,0.0,0.0454545454545454,27,23,16,306,0
9,12.0,2,0.1851851851851851,5,0.25,3,28,1.1071428571428572,10.333333333333334,0.369047619047619,ace,27,2,0.1162790697674418,0.1052631578947368,27,23,16,306,0
10,4.0,3,0.0,4,0.1555555555555555,2,54,1.037037037037037,28.0,0.5185185185185185,ace,28,1,0.057471264367816,0.125,27,23,16,306,0
33,8.484848484848484,3,0.0,22,0.0681818181818181,1,10,1.0,10.0,1.0,ace,29,1,0.0606060606060606,0.0930232558139534,27,23,16,306,0
36,14.77777777777778,4,0.337225259624747,26,0.092063492063492,2,17,1.0,8.5,0.5,ace,30,2,0.074074074074074,0.0531914893617021,27,23,16,306,0
11,11.272727272727272,1,0.312987012987013,11,0.2363636363636363,7,741,1.1484480431848854,121.57142857142856,0.1640640061692693,activemq,0,3,0.0,0.0,2343,1452,30,4695,1
22,4.363636363636363,2,0.0174242424242424,20,0.0909090909090909,8,408,1.2058823529411764,61.5,0.150735294117647,activemq,1,5,0.0528667163067758,0.088235294117647,2343,1452,30,4695,1
21,9.142857142857142,1,0.1278533635676492,21,0.1238095238095238,7,579,1.151986183074266,95.28571428571428,0.1645694547248951,activemq,2,5,0.1699741156169111,0.1702127659574468,2343,1452,30,4695,1
91,14.153846153846152,3,0.2750218035932321,77,0.031013431013431,8,856,1.2523364485981308,134.0,0.1565420560747663,activemq,3,4,0.132259919493962,0.065359477124183,2343,1452,30,4695,1
130,16.369230769230768,4,0.2906258896195941,120,0.0242098986285032,10,545,1.0880733944954128,59.3,0.1088073394495412,activemq,4,5,0.0684684684684684,0.103030303030303,2343,1452,30,4695,1
137,13.605839416058394,4,0.2537208465089621,118,0.0209317303563761,8,399,1.0075187969924813,50.25,0.1259398496240601,activemq,5,5,0.0472361809045226,0.1055276381909547,2343,1452,30,4695,1
145,17.848275862068967,3,0.3208620014790614,122,0.0209770114942528,9,499,1.0701402805611222,59.333333333333336,0.1189044756179024,activemq,6,6,0.2564102564102564,0.0748792270531401,2343,1452,30,4695,1
141,21.27659574468085,2,0.4082381656664927,126,0.021580547112462,7,920,1.082608695652174,142.28571428571428,0.1546583850931677,activemq,7,6,0.1660130718954248,0.0902777777777777,2343,1452,30,4695,1
175,20.091428571428573,5,0.243884576220822,167,0.0185878489326765,7,1282,1.1950078003120126,218.8571428571429,0.1707154000445732,activemq,8,3,0.0415348101265822,0.1290322580645161,2343,1452,30,4695,1
135,15.407407407407408,3,0.2578940116665074,130,0.0204532891100055,8,669,1.0582959641255605,88.5,0.132286995515695,activemq,9,5,0.1285714285714285,0.0961538461538461,2343,1452,30,4695,1
142,14.845070422535212,5,0.200608447067812,133,0.0197782439316751,10,780,1.0435897435897437,81.4,0.1043589743589743,activemq,10,8,0.0676741130091984,0.0783289817232376,2343,1452,30,4695,1
144,13.305555555555555,5,0.1828502107913872,112,0.0202991452991453,9,569,1.1388400702987698,72.0,0.1265377855887522,activemq,11,6,0.0991792065663474,0.0491400491400491,2343,1452,30,4695,1
106,12.641509433962264,4,0.1398635267122036,98,0.0237196765498652,8,149,1.1543624161073829,21.5,0.1442953020134228,activemq,12,7,0.074390243902439,0.0234604105571847,2343,1452,30,4695,1
138,27.971014492753625,8,0.1712318371134474,113,0.022109383264572,7,408,1.0955882352941178,63.857142857142854,0.1565126050420168,activemq,13,5,0.1130856219709208,0.0410557184750733,2343,1452,30,4695,1
2,2.0,1,0.0,2,1.0,1,99,1.0,99.0,1.0,airavata,0,0,0.0,0.0,119,126,30,1145,0
14,8.285714285714286,2,0.1377551020408163,10,0.1648351648351648,8,141,1.0567375886524824,18.625,0.1320921985815603,airavata,1,4,0.0040322580645161,0.0,119,126,30,1145,0
19,25.473684210526315,1,0.5718462823725982,19,0.2339181286549707,7,466,1.1824034334763949,78.71428571428571,0.1689147762109135,airavata,2,6,0.0171428571428571,0.1818181818181818,119,126,30,1145,0
16,14.75,1,0.5817956349206349,16,0.25,5,197,1.2233502538071066,48.2,0.2446700507614213,airavata,3,3,0.0441919191919191,0.2142857142857142,119,126,30,1145,0
26,10.153846153846152,1,0.2188644688644688,26,0.1076923076923077,6,475,1.1894736842105262,94.16666666666669,0.1982456140350877,airavata,4,6,0.0930521091811414,0.1846153846153846,119,126,30,1145,0
29,22.482758620689655,1,0.0804597701149425,29,0.1083743842364532,5,336,1.4285714285714286,96.0,0.2857142857142857,airavata,5,4,0.1339712918660287,0.1012658227848101,119,126,30,1145,0
32,13.625,2,0.1285714285714285,20,0.0766129032258064,4,166,1.0963855421686748,45.5,0.2740963855421687,airavata,6,3,0.1329305135951661,0.2073170731707317,119,126,30,1145,0
29,22.20689655172414,2,0.2228243021346469,21,0.1083743842364532,5,186,1.1720430107526882,43.6,0.2344086021505376,airavata,7,5,0.0525,0.1097560975609756,119,126,30,1145,0
21,10.095238095238097,3,0.2244897959183673,10,0.1238095238095238,4,76,1.118421052631579,21.25,0.2796052631578947,airavata,8,3,0.1056105610561056,0.1428571428571428,119,126,30,1145,0
39,19.897435897435894,2,0.1421245421245421,24,0.078272604588394,3,64,1.125,24.0,0.375,airavata,9,3,0.1719745222929936,0.1785714285714285,119,126,30,1145,0
46,9.826086956521738,3,0.1747694334650856,27,0.0570048309178743,4,47,1.0,11.75,0.25,airavata,10,3,0.042016806722689,0.094017094017094,119,126,30,1145,0
51,10.745098039215684,2,0.1590390002154708,48,0.0525490196078431,7,65,1.1692307692307693,10.857142857142858,0.167032967032967,airavata,11,6,0.016260162601626,0.1428571428571428,119,126,30,1145,0
21,11.428571428571429,3,0.4484126984126985,15,0.1380952380952381,4,374,1.0374331550802138,97.0,0.2593582887700534,airavata,12,3,0.0452586206896551,0.125,119,126,30,1145,0
23,19.130434782608695,3,0.462008281573499,17,0.1422924901185771,5,129,1.248062015503876,32.2,0.2496124031007752,airavata,13,5,0.0728597449908925,0.1846153846153846,119,126,30,1145,0
30,12.4,4,0.2853198653198653,22,0.1103448275862069,6,147,1.129251700680272,27.666666666666668,0.1882086167800453,airavata,14,6,0.1437308868501529,0.1785714285714285,119,126,30,1145,0
30,19.466666666666665,2,0.4753198653198653,20,0.1563218390804597,5,94,1.0851063829787233,20.4,0.2170212765957447,airavata,15,5,0.0559701492537313,0.146551724137931,119,126,30,1145,0
11,18.545454545454547,1,0.5443722943722944,11,0.3636363636363636,23,35,2.142857142857143,3.260869565217391,0.093167701863354,airflow,0,6,0.0,0.0,39070,14769,30,54739,1
31,25.548387096774192,1,0.3134305705613006,31,0.1333333333333333,31,300,1.57,15.193548387096774,0.0506451612903225,airflow,1,6,0.0292504570383912,0.2073170731707317,39070,14769,30,54739,1
47,13.872340425531917,1,0.2379432624113475,47,0.0767807585568917,25,230,1.482608695652174,13.64,0.0593043478260869,airflow,2,7,0.2472324723247232,0.1379310344827586,39070,14769,30,54739,1
38,9.473684210526317,1,0.3085341559025769,38,0.0839260312944523,20,119,1.4369747899159664,8.55,0.0718487394957983,airflow,3,5,0.083984375,0.0704225352112676,39070,14769,30,54739,1
35,12.0,1,0.2679513017328143,35,0.0974789915966386,13,25,1.16,2.230769230769231,0.0892307692307692,airflow,4,3,0.02,0.0769230769230769,39070,14769,30,54739,1
44,8.181818181818182,3,0.2837064450700814,40,0.0655391120507399,23,34,1.6176470588235294,2.391304347826087,0.0703324808184143,airflow,5,6,0.0595238095238095,0.075,39070,14769,30,54739,1
48,13.416666666666666,2,0.2303655774050511,46,0.0673758865248227,30,52,1.6346153846153846,2.8333333333333335,0.0544871794871794,airflow,6,6,0.05,0.0797101449275362,39070,14769,30,54739,1
44,11.363636363636363,1,0.1860153735153734,44,0.0761099365750528,18,28,1.5,2.3333333333333335,0.0833333333333333,airflow,7,4,0.0236220472440944,0.0945945945945946,39070,14769,30,54739,1
37,8.216216216216216,1,0.2587516087516087,37,0.078078078078078,22,67,2.0,6.090909090909091,0.0909090909090909,airflow,8,4,0.034090909090909,0.0241935483870967,39070,14769,30,54739,1
45,21.866666666666667,3,0.3773167668626905,41,0.0878787878787878,22,104,1.4807692307692308,7.0,0.0673076923076923,airflow,9,3,0.09375,0.0719424460431654,39070,14769,30,54739,1
37,20.324324324324323,1,0.4144622644622645,37,0.1156156156156156,31,159,1.440251572327044,7.387096774193548,0.046459728139582,airflow,10,7,0.2473958333333333,0.1646341463414634,39070,14769,30,54739,1
51,16.627450980392158,3,0.3418277701021004,47,0.0792156862745098,20,123,1.2439024390243902,7.65,0.0621951219512195,airflow,11,4,0.04177545691906,0.1516853932584269,39070,14769,30,54739,1
35,11.2,1,0.316859410430839,35,0.1008403361344537,35,96,2.09375,5.742857142857143,0.0598214285714285,airflow,12,3,0.1468926553672316,0.1055900621118012,39070,14769,30,54739,1
42,8.285714285714286,5,0.1396000824572253,34,0.0580720092915214,28,68,1.6176470588235294,3.928571428571429,0.0577731092436974,airflow,13,6,0.0868167202572347,0.109090909090909,39070,14769,30,54739,1
45,11.644444444444444,1,0.3561188920012449,45,0.0646464646464646,25,57,1.6140350877192982,3.68,0.0645614035087719,airflow,14,6,0.0198019801980198,0.0789473684210526,39070,14769,30,54739,1
47,11.574468085106384,1,0.2166075198615874,47,0.0721554116558741,18,46,1.326086956521739,3.388888888888889,0.073671497584541,airflow,15,6,0.0980392156862745,0.0633802816901408,39070,14769,30,54739,1
41,9.560975609756095,2,0.1847191426459719,38,0.0707317073170731,34,221,2.076923076923077,13.5,0.0610859728506787,airflow,16,6,0.0153846153846153,0.088235294117647,39070,14769,30,54739,1
46,12.434782608695652,1,0.2210978067116174,46,0.0685990338164251,37,89,1.404494382022472,3.3783783783783785,0.0379593076222289,airflow,17,9,0.0393835616438356,0.0465116279069767,39070,14769,30,54739,1
49,12.489795918367347,3,0.2008283833013725,45,0.0671768707482993,29,120,1.3583333333333334,5.620689655172414,0.0468390804597701,airflow,18,4,0.0381944444444444,0.0933333333333333,39070,14769,30,54739,1
58,12.551724137931034,3,0.1824797958645508,54,0.0671506352087114,23,79,1.6075949367088609,5.521739130434782,0.06989543203082,airflow,19,6,0.0620689655172413,0.0789473684210526,39070,14769,30,54739,1
42,12.571428571428571,4,0.2159062342885872,35,0.0720092915214866,33,212,1.2971698113207548,8.333333333333334,0.0393081761006289,airflow,20,6,0.0173697270471464,0.1098265895953757,39070,14769,30,54739,1
51,8.07843137254902,5,0.1789463260051495,43,0.0564705882352941,39,95,1.4,3.41025641025641,0.0358974358974358,airflow,21,0,0.0366748166259168,0.0746268656716417,39070,14769,30,54739,1
38,8.631578947368421,4,0.1546365914786967,27,0.0711237553342816,35,157,1.3312101910828025,5.9714285714285715,0.03803457688808,airflow,22,1,0.0204678362573099,0.0327868852459016,39070,14769,30,54739,1
52,8.76923076923077,5,0.135675231631114,43,0.0610859728506787,49,558,1.46415770609319,16.6734693877551,0.0298807695121059,airflow,23,7,0.0126705653021442,0.0534351145038167,39070,14769,30,54739,1
41,11.317073170731708,1,0.1809077101760028,41,0.0841463414634146,52,310,1.5129032258064516,9.01923076923077,0.0290942928039702,airflow,24,4,0.0435458786936236,0.0666666666666666,39070,14769,30,54739,1
74,11.83783783783784,3,0.1520571178465915,70,0.0477600888559792,42,177,1.4350282485875707,6.0476190476190474,0.034167339252085,airflow,25,8,0.0456431535269709,0.0303030303030303,39070,14769,30,54739,1
52,10.76923076923077,2,0.1500551798628721,50,0.0588235294117647,41,115,1.2782608695652171,3.5853658536585367,0.0311770943796394,airflow,26,4,0.0349127182044887,0.038647342995169,39070,14769,30,54739,1
52,11.538461538461538,1,0.2103441879757669,52,0.0686274509803921,3,242,1.0,80.66666666666667,0.3333333333333333,airflow,27,0,0.0,0.0650887573964497,39070,14769,30,54739,1
80,17.05,2,0.2870733085284169,77,0.0490506329113924,0,0,0.0,0.0,0.0,airflow,28,0,0.0,0.0772357723577235,39070,14769,30,54739,1
72,14.11111111111111,1,0.2990891363236134,72,0.0594679186228482,0,0,0.0,0.0,0.0,airflow,29,0,0.0,0.0879478827361563,39070,14769,30,54739,1
63,9.77777777777778,3,0.3068705544896021,58,0.0481310803891449,1,253,1.0,253.0,1.0,airflow,30,0,0.0,0.065040650406504,39070,14769,30,54739,1
51,11.372549019607844,3,0.1437109187109187,46,0.0705882352941176,0,0,0.0,0.0,0.0,airflow,31,0,0.0,0.0326086956521739,39070,14769,30,54739,1
6,7.333333333333333,1,0.0,6,0.3333333333333333,5,92,1.391304347826087,25.6,0.2782608695652174,allura,0,0,0.0,0.0,134,35,8,233,0
17,12.941176470588236,1,0.2908496732026144,17,0.1544117647058823,9,139,1.4460431654676258,22.333333333333332,0.1606714628297362,allura,1,2,0.1975683890577507,0.0769230769230769,134,35,8,233,0
8,8.0,1,0.1583333333333333,8,0.2857142857142857,10,103,1.7766990291262137,18.3,0.1776699029126213,allura,2,1,0.2552083333333333,0.0689655172413793,134,35,8,233,0
13,9.23076923076923,1,0.2395604395604395,13,0.2307692307692307,12,127,1.811023622047244,19.166666666666668,0.1509186351706036,allura,3,4,0.1888619854721549,0.1153846153846153,134,35,8,233,0
6,6.0,1,0.0,6,0.3333333333333333,7,101,1.504950495049505,21.714285714285715,0.214992927864215,allura,4,2,0.1727748691099476,0.1304347826086956,134,35,8,233,0
15,10.666666666666666,1,0.3136507936507936,15,0.1904761904761904,11,206,1.5436893203883495,28.90909090909091,0.1403353927625772,allura,5,5,0.1425531914893617,0.16,134,35,8,233,0
11,5.090909090909091,1,0.0,11,0.2,12,153,1.5751633986928104,20.083333333333332,0.1312636165577342,allura,6,4,0.1967799642218247,0.032258064516129,134,35,8,233,0
8,10.5,1,0.5333333333333333,8,0.3928571428571428,12,540,1.977777777777778,89.0,0.1648148148148148,allura,7,4,0.1191749427043544,0.0909090909090909,134,35,8,233,0
12,12.0,1,0.2142857142857143,12,0.2272727272727272,9,154,1.8376623376623376,31.444444444444443,0.2041847041847042,allura,8,3,0.082161361954108,0.2307692307692307,134,35,8,233,0
15,10.4,2,0.1955555555555555,13,0.1714285714285714,6,104,1.6057692307692308,27.833333333333332,0.2676282051282051,allura,9,2,0.1777777777777777,0.1212121212121212,134,35,8,233,0
11,8.0,1,0.1242424242424242,11,0.2363636363636363,8,107,1.560747663551402,20.875,0.1950934579439252,allura,10,3,0.1197604790419161,0.1290322580645161,134,35,8,233,0
6,11.333333333333334,1,0.35,6,0.4,8,122,1.959016393442623,29.875,0.2448770491803278,allura,11,2,0.1847290640394088,0.1052631578947368,134,35,8,233,0
6,8.666666666666666,1,0.0,6,0.3333333333333333,7,127,2.0078740157480315,36.42857142857143,0.2868391451068616,allura,12,2,0.2186234817813765,0.1818181818181818,134,35,8,233,0
17,15.294117647058824,1,0.3740344622697563,17,0.2279411764705882,8,118,1.8898305084745763,27.875,0.236228813559322,allura,13,2,0.2740585774058577,0.1111111111111111,134,35,8,233,0
11,10.545454545454543,1,0.2359307359307359,11,0.2181818181818181,8,124,1.903225806451613,29.5,0.2379032258064516,allura,14,1,0.1699346405228758,0.1162790697674418,134,35,8,233,0
13,16.615384615384617,1,0.4997668997668997,13,0.2948717948717949,7,157,1.5923566878980893,35.714285714285715,0.2274795268425841,allura,15,3,0.0864197530864197,0.1142857142857142,134,35,8,233,0
18,32.888888888888886,1,0.2584045584045584,18,0.1830065359477124,10,327,1.4128440366972477,46.2,0.1412844036697247,allura,16,3,0.1081460674157303,0.1372549019607843,134,35,8,233,0
14,20.285714285714285,2,0.219047619047619,12,0.1648351648351648,10,118,1.7966101694915255,21.2,0.1796610169491525,allura,17,3,0.1261127596439169,0.1627906976744186,134,35,8,233,0
14,26.571428571428573,1,0.3534322820037105,14,0.1978021978021978,8,88,1.4090909090909092,15.5,0.1761363636363636,allura,18,3,0.0863095238095238,0.2424242424242424,134,35,8,233,0
19,28.210526315789473,1,0.2543281280123385,19,0.1637426900584795,0,0,0.0,0.0,0.0,allura,19,0,0.0,0.1739130434782608,134,35,8,233,0
7,4.0,2,0.0,5,0.238095238095238,5,129,1.503875968992248,38.8,0.3007751937984496,ambari,0,0,0.0,0.0,2182,1696,30,4778,1
22,13.090909090909092,3,0.0,9,0.0865800865800865,4,173,1.439306358381503,62.25,0.3598265895953757,ambari,1,2,0.1783295711060948,0.08,2182,1696,30,4778,1
23,8.869565217391305,2,0.1014492753623188,19,0.0948616600790513,4,32,1.25,10.0,0.3125,ambari,2,2,0.1003460207612456,0.1818181818181818,2182,1696,30,4778,1
22,8.727272727272727,4,0.106060606060606,11,0.0822510822510822,4,114,1.280701754385965,36.5,0.3201754385964912,ambari,3,2,0.075268817204301,0.1395348837209302,2182,1696,30,4778,1
8,4.5,2,0.0,5,0.2142857142857142,2,14,1.1428571428571428,8.0,0.5714285714285714,ambari,4,1,0.0493827160493827,0.04,2182,1696,30,4778,1
2,2.0,1,0.0,2,1.0,0,0,0.0,0.0,0.0,ambari,5,0,0.0,0.0,2182,1696,30,4778,1
0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,ambari,6,0,0.0,0.0,2182,1696,30,4778,1
5,3.2,2,0.6,3,0.4,0,0,0.0,0.0,0.0,ambari,7,0,0.0,0.0,2182,1696,30,4778,1
18,14.0,2,0.2685185185185185,12,0.1699346405228758,6,150,1.52,38.0,0.2533333333333333,ambari,8,1,0.0,0.0,2182,1696,30,4778,1
