s_num_nodes,s_weighted_mean_degree,s_num_component,s_avg_clustering_coef,s_largest_component,s_graph_density,t_num_dev_nodes,t_num_file_nodes,t_num_dev_per_file,t_num_file_per_dev,t_graph_density,proj_name,month,st_num_dev,t_net_overlap,s_net_overlap,stars,forks,pull_requests,pScore,popular
14,16.0,2,0.3309523809523809,10,0.1868131868131868,6,543,1.022099447513812,92.5,0.1703499079189687,bookkeeper,9,3,0.0391566265060241,0.2333333333333333,1919,913,30,3732,1
29,12.689655172413794,1,0.418656056587091,29,0.1206896551724138,8,150,1.06,19.875,0.1325,bookkeeper,10,3,0.0070028011204481,0.106060606060606,1919,913,30,3732,1
25,20.64,2,0.2727099567099567,19,0.1166666666666666,7,575,1.0539130434782609,86.57142857142857,0.1505590062111801,bookkeeper,11,3,0.0339869281045751,0.1309523809523809,1919,913,30,3732,1
41,26.146341463414632,2,0.3137244829138659,26,0.0756097560975609,12,529,1.2627599243856331,55.666666666666664,0.1052299936988027,bookkeeper,12,4,0.0274725274725274,0.1546391752577319,1919,913,30,3732,1
13,14.461538461538462,1,0.373992673992674,13,0.3076923076923077,8,177,1.8983050847457628,42.0,0.2372881355932203,brooklyn,0,5,0.0,0.0,139,67,30,1106,0
25,21.92,1,0.3326666666666666,25,0.1166666666666666,10,453,1.728476821192053,78.3,0.1728476821192053,brooklyn,1,8,0.1197497765862377,0.135593220338983,139,67,30,1106,0
28,49.0,2,0.4781462585034014,16,0.1481481481481481,11,2228,4.270197486535009,864.9090909090909,0.3881997715031826,brooklyn,2,8,0.0292318150917743,0.1978021978021978,139,67,30,1106,0
26,31.692307692307693,2,0.368101343101343,16,0.1292307692307692,7,495,1.3595959595959597,96.14285714285714,0.1942279942279942,brooklyn,3,6,0.0202218513792087,0.2346938775510204,139,67,30,1106,0
25,50.72,2,0.5766349206349206,14,0.18,9,805,1.7987577639751553,160.88888888888889,0.1998619737750172,brooklyn,4,8,0.0773220179160773,0.2395833333333333,139,67,30,1106,0
26,54.61538461538461,4,0.4251221001221,11,0.12,10,618,1.7524271844660195,108.3,0.1752427184466019,brooklyn,5,9,0.085341762149348,0.2258064516129032,139,67,30,1106,0
28,46.0,2,0.4524659863945577,16,0.119047619047619,10,487,1.7227926078028748,83.9,0.1722792607802874,brooklyn,6,7,0.1087408949011446,0.2261904761904762,139,67,30,1106,0
28,21.571428571428573,1,0.2931689342403628,28,0.1216931216931216,11,397,1.4584382871536523,52.63636363636363,0.1325852988321502,brooklyn,7,8,0.0303244005641748,0.1648351648351648,139,67,30,1106,0
27,30.96296296296296,2,0.4438271604938272,14,0.1396011396011396,11,484,1.75,77.0,0.1590909090909091,brooklyn,8,6,0.1241234221598878,0.1578947368421052,139,67,30,1106,0
22,20.90909090909091,2,0.2534632034632034,12,0.1428571428571428,11,230,1.326086956521739,27.727272727272727,0.1205533596837944,brooklyn,9,8,0.0711805555555555,0.1463414634146341,139,67,30,1106,0
21,33.904761904761905,1,0.4900226757369615,21,0.1666666666666666,10,1999,1.1635817908954478,232.6,0.1163581790895447,brooklyn,10,4,0.0148232611174458,0.1617647058823529,139,67,30,1106,0
29,28.82758620689655,2,0.3566776135741653,15,0.1133004926108374,12,237,1.7257383966244726,34.083333333333336,0.1438115330520394,brooklyn,11,8,0.009872029250457,0.2098765432098765,139,67,30,1106,0
22,30.545454545454547,2,0.2608585858585858,16,0.1298701298701298,10,249,1.4939759036144578,37.2,0.1493975903614458,brooklyn,12,4,0.0448143405889884,0.1184210526315789,139,67,30,1106,0
40,33.0,1,0.3666038536626772,40,0.1205128205128205,14,248,1.7298387096774193,30.642857142857142,0.1235599078341013,brooklyn,13,12,0.0586766541822721,0.0887096774193548,139,67,30,1106,0
43,26.976744186046513,2,0.4706306613283358,26,0.0963455149501661,13,255,1.6313725490196078,32.0,0.1254901960784313,brooklyn,14,12,0.0248520710059171,0.1712707182320442,139,67,30,1106,0
37,31.89189189189189,2,0.4025545025545026,19,0.1096096096096096,16,2390,3.728451882845188,556.9375,0.2330282426778242,brooklyn,15,12,0.0179050069690146,0.1375,139,67,30,1106,0
44,22.454545454545453,2,0.3031937759210487,23,0.0750528541226215,16,294,1.3299319727891157,24.4375,0.0831207482993197,brooklyn,16,10,0.0216082562889701,0.1458333333333333,139,67,30,1106,0
43,24.186046511627907,3,0.3181944670316762,24,0.0930232558139534,18,684,1.868421052631579,71.0,0.1038011695906432,brooklyn,17,7,0.03654883163571,0.1419354838709677,139,67,30,1106,0
6,5.333333333333333,1,0.35,6,0.4,1,46,1.0,46.0,1.0,buildr,0,1,0.0,0.0,140,88,30,1128,0
17,7.0588235294117645,4,0.1274509803921568,7,0.1102941176470588,1,37,1.0,37.0,1.0,buildr,1,1,0.253012048192771,0.0,140,88,30,1128,0
39,13.846153846153848,3,0.1866270439799851,26,0.0661268556005398,2,65,1.0307692307692309,33.5,0.5153846153846153,buildr,2,2,0.3076923076923077,0.0625,140,88,30,1128,0
30,20.4,2,0.3123976608187135,23,0.1057471264367816,3,68,1.2205882352941178,27.666666666666668,0.4068627450980392,buildr,3,2,0.3466666666666667,0.1368421052631579,140,88,30,1128,0
21,7.619047619047619,3,0.0,14,0.0809523809523809,4,66,1.1515151515151516,19.0,0.2878787878787879,buildr,4,3,0.2138364779874214,0.0793650793650793,140,88,30,1128,0
34,13.411764705882351,2,0.2728270555836034,29,0.0926916221033868,2,82,1.3780487804878048,56.5,0.6890243902439024,buildr,5,1,0.2698412698412698,0.0434782608695652,140,88,30,1128,0
39,17.53846153846154,2,0.3562008040268909,30,0.0836707152496626,2,31,1.064516129032258,16.5,0.532258064516129,buildr,6,1,0.1643835616438356,0.131578947368421,140,88,30,1128,0
30,13.333333333333334,3,0.2044011544011544,20,0.0758620689655172,4,23,1.0434782608695652,6.0,0.2608695652173913,buildr,7,3,0.1228070175438596,0.1263157894736842,140,88,30,1128,0
27,19.25925925925926,2,0.1065416065416065,18,0.094017094017094,2,40,1.05,21.0,0.525,buildr,8,2,0.1515151515151515,0.1363636363636363,140,88,30,1128,0
30,23.066666666666663,2,0.356975986975987,19,0.1126436781609195,3,45,1.2666666666666666,19.0,0.4222222222222222,buildr,9,2,0.202020202020202,0.1097560975609756,140,88,30,1128,0
26,17.23076923076923,2,0.2963120213120213,21,0.1169230769230769,3,72,1.4305555555555556,34.333333333333336,0.4768518518518518,buildr,10,1,0.15625,0.1494252873563218,140,88,30,1128,0
35,27.314285714285713,1,0.3703750218035932,35,0.0924369747899159,4,70,1.3,22.75,0.325,buildr,11,2,0.190721649484536,0.1720430107526881,140,88,30,1128,0
25,13.6,4,0.1598412698412698,16,0.0966666666666666,1,12,1.0,12.0,1.0,buildr,12,1,0.0679611650485436,0.1547619047619047,140,88,30,1128,0
14,8.857142857142858,1,0.1976190476190476,14,0.1648351648351648,1,1,1.0,1.0,1.0,buildr,13,1,0.0,0.0909090909090909,140,88,30,1128,0
12,27.666666666666668,2,0.4126984126984127,10,0.2575757575757575,1,7,1.0,7.0,1.0,buildr,14,1,0.0,0.0625,140,88,30,1128,0
13,24.615384615384617,2,0.3948717948717948,10,0.2564102564102564,4,252,1.6071428571428572,101.25,0.4017857142857143,bval,0,4,0.0,0.0,44,29,30,973,0
17,23.529411764705884,1,0.2657329598506068,17,0.1838235294117647,3,79,1.2784810126582278,33.666666666666664,0.4261603375527426,bval,1,3,0.0355731225296442,0.1555555555555555,44,29,30,973,0
17,34.8235294117647,1,0.5054621848739496,17,0.2352941176470588,5,76,1.144736842105263,17.4,0.2289473684210526,bval,2,5,0.1329787234042553,0.2105263157894736,44,29,30,973,0
21,13.333333333333334,1,0.2925925925925925,21,0.1714285714285714,3,85,1.0470588235294118,29.666666666666668,0.3490196078431372,bval,3,3,0.0909090909090909,0.1764705882352941,44,29,30,973,0
17,13.882352941176473,2,0.3026610644257703,13,0.1985294117647058,4,49,1.163265306122449,14.25,0.2908163265306122,bval,4,4,0.0273972602739726,0.1904761904761904,44,29,30,973,0
10,9.6,1,0.05,10,0.2666666666666666,2,4,1.0,2.0,0.5,bval,5,2,0.0163934426229508,0.1025641025641025,44,29,30,973,0
6,6.0,1,0.0,6,0.3333333333333333,3,174,1.1264367816091954,65.33333333333333,0.3754789272030651,bval,6,3,0.0,0.1764705882352941,44,29,30,973,0
11,6.545454545454546,2,0.0,8,0.1636363636363636,2,29,1.0,14.5,0.5,bval,7,2,0.0977777777777777,0.0714285714285714,44,29,30,973,0
7,8.0,1,0.0,7,0.2857142857142857,2,21,1.1428571428571428,12.0,0.5714285714285714,bval,8,2,0.1698113207547169,0.0666666666666666,44,29,30,973,0
9,4.888888888888889,3,0.2592592592592592,4,0.1944444444444444,3,12,1.0,4.0,0.3333333333333333,bval,9,2,0.0,0.0769230769230769,44,29,30,973,0
5,7.2,1,0.4333333333333334,5,0.5,1,18,1.0,18.0,1.0,bval,10,1,0.0,0.1666666666666666,44,29,30,973,0
11,8.727272727272727,1,0.1818181818181818,11,0.2909090909090909,2,34,1.2352941176470589,21.0,0.6176470588235294,bval,11,1,0.0833333333333333,0.1428571428571428,44,29,30,973,0
6,4.0,2,0.0,3,0.2666666666666666,1,12,1.0,12.0,1.0,bval,12,0,0.1111111111111111,0.05,44,29,30,973,0
6,4.0,2,0.0,4,0.2666666666666666,1,1,1.0,1.0,1.0,bval,13,1,0.0769230769230769,0.0,44,29,30,973,0
9,3.5555555555555554,2,0.0,7,0.1944444444444444,1,31,1.0,31.0,1.0,bval,14,0,0.03125,0.0,44,29,30,973,0
5,5.6,1,0.0,5,0.5,1,40,1.0,40.0,1.0,bval,15,1,0.0985915492957746,0.0833333333333333,44,29,30,973,0
2,6.0,1,0.0,2,1.0,1,4,1.0,4.0,1.0,bval,16,0,0.0227272727272727,0.0,44,29,30,973,0
2,8.0,1,0.0,2,1.0,2,27,1.037037037037037,14.0,0.5185185185185185,bval,17,0,0.0,0.0,44,29,30,973,0
5,11.2,1,0.4333333333333334,5,0.5,2,54,1.1296296296296295,30.5,0.5648148148148148,bval,18,2,0.0112359550561797,0.0,44,29,30,973,0
10,8.4,1,0.364047619047619,10,0.3555555555555555,1,3,1.0,3.0,1.0,bval,19,1,0.0,0.0952380952380952,44,29,30,973,0
2,2.0,1,0.0,2,1.0,0,0,0.0,0.0,0.0,bval,20,0,0.0,0.0,44,29,30,973,0
10,3.2,3,0.0,5,0.1555555555555555,1,13,1.0,13.0,1.0,bval,21,1,0.0,0.0,44,29,30,973,0
12,16.666666666666668,1,0.4069444444444444,12,0.303030303030303,2,77,1.0129870129870129,39.0,0.5064935064935064,bval,22,2,0.0,0.0,44,29,30,973,0
0,0.0,0,0.0,0,0.0,2,59,1.0508474576271187,31.0,0.5254237288135594,calcite,0,0,0.0,0.0,4752,2413,30,8065,1
11,17.454545454545453,1,0.4494949494949495,11,0.2545454545454545,6,933,1.0321543408360128,160.5,0.1720257234726688,calcite,1,3,0.0263414634146341,0.0,4752,2413,30,8065,1
13,8.923076923076923,1,0.1039627039627039,13,0.1666666666666666,6,942,1.0392781316348196,163.16666666666666,0.1732130219391366,calcite,2,1,0.4768280123583934,0.1111111111111111,4752,2413,30,8065,1
21,8.571428571428571,1,0.151299494156637,21,0.119047619047619,5,210,1.061904761904762,44.6,0.2123809523809524,calcite,3,2,0.1497504159733777,0.1578947368421052,4752,2413,30,8065,1
11,16.727272727272727,1,0.4929292929292929,11,0.2545454545454545,4,152,1.0394736842105263,39.5,0.2598684210526316,calcite,4,2,0.1338582677165354,0.0769230769230769,4752,2413,30,8065,1
15,13.066666666666666,1,0.3118518518518518,15,0.1904761904761904,6,1202,1.0174708818635607,203.83333333333337,0.1695784803105934,calcite,5,2,0.0926864590876176,0.0588235294117647,4752,2413,30,8065,1
18,22.444444444444443,1,0.2939153439153439,18,0.1633986928104575,5,287,1.1045296167247387,63.4,0.2209059233449477,calcite,6,2,0.1051948051948051,0.1333333333333333,4752,2413,30,8065,1
10,20.8,1,0.3416666666666666,10,0.2666666666666666,6,189,1.0952380952380951,34.5,0.1825396825396825,calcite,7,3,0.0954198473282442,0.1351351351351351,4752,2413,30,8065,1
21,21.142857142857142,1,0.4976190476190477,21,0.1714285714285714,6,219,1.1461187214611872,41.833333333333336,0.1910197869101978,calcite,8,4,0.1353711790393013,0.1666666666666666,4752,2413,30,8065,1
17,20.235294117647054,1,0.5024191494779731,17,0.213235294117647,4,129,1.124031007751938,36.25,0.2810077519379845,calcite,9,2,0.053030303030303,0.2,4752,2413,30,8065,1
21,21.142857142857142,1,0.4707602339181286,21,0.1428571428571428,7,143,1.2517482517482517,25.571428571428573,0.1788211788211788,calcite,10,7,0.1728395061728395,0.135593220338983,4752,2413,30,8065,1
19,12.210526315789474,1,0.2494987468671679,19,0.1461988304093567,4,100,1.03,25.75,0.2575,calcite,11,2,0.0602836879432624,0.1272727272727272,4752,2413,30,8065,1
21,14.666666666666666,1,0.2890778533635676,21,0.1666666666666666,11,121,1.1322314049586777,12.454545454545457,0.1029301277235161,calcite,12,4,0.0791666666666666,0.1666666666666666,4752,2413,30,8065,1
22,12.181818181818182,1,0.4568850267379679,22,0.1212121212121212,12,217,1.2211981566820276,22.083333333333332,0.1017665130568356,calcite,13,5,0.1218905472636815,0.0952380952380952,4752,2413,30,8065,1
31,14.838709677419354,1,0.2716487455197132,31,0.0946236559139784,5,19,1.0526315789473684,4.0,0.2105263157894736,calcite,14,4,0.0105263157894736,0.0694444444444444,4752,2413,30,8065,1
24,15.666666666666666,1,0.4225694444444444,24,0.1413043478260869,17,338,1.2751479289940828,25.352941176470587,0.0750087017055342,calcite,15,8,0.0443458980044345,0.1204819277108433,4752,2413,30,8065,1
29,9.10344827586207,1,0.3551273382916384,29,0.105911330049261,11,229,1.3580786026200873,28.272727272727273,0.1234616911472806,calcite,16,6,0.1037735849056603,0.0975609756097561,4752,2413,30,8065,1
5,3.2,1,0.0,5,0.4,17,488,2.3012295081967213,66.05882352941177,0.1353664416586306,carbondata,0,1,0.0,0.0,1435,703,30,3038,1
11,6.545454545454546,3,0.0,7,0.1454545454545454,17,268,2.6082089552238807,41.11764705882353,0.15342405618964,carbondata,1,4,0.1536772777167947,0.0,1435,703,30,3038,1
41,12.975609756097562,2,0.1980097138633724,39,0.0829268292682926,22,725,2.444137931034483,80.54545454545455,0.1110971786833855,carbondata,2,4,0.1732092270335896,0.0394736842105263,1435,703,30,3038,1
38,14.842105263157896,1,0.2054511278195488,38,0.0924608819345661,21,171,2.701754385964912,22.0,0.1286549707602339,carbondata,3,5,0.0805729632945389,0.1428571428571428,1435,703,30,3038,1
44,26.181818181818183,1,0.1717252675537478,44,0.0718816067653276,22,209,2.4210526315789473,23.0,0.1100478468899521,carbondata,4,5,0.0805785123966942,0.150375939849624,1435,703,30,3038,1
66,14.545454545454543,1,0.2253377299352483,66,0.0578088578088578,25,331,2.280966767371601,30.2,0.091238670694864,carbondata,5,8,0.1292624900872323,0.125,1435,703,30,3038,1
71,18.87323943661972,4,0.2863069538089904,65,0.0442655935613682,36,568,2.5440140845070425,40.138888888888886,0.0706670579029734,carbondata,6,7,0.0968181818181818,0.141025641025641,1435,703,30,3038,1
51,25.80392156862745,1,0.3264786811380297,51,0.0690196078431372,26,1116,3.609318996415771,154.92307692307693,0.1388199614006065,carbondata,7,9,0.1247944454595286,0.0909090909090909,1435,703,30,3038,1
46,18.956521739130434,1,0.2616138204602669,46,0.0685990338164251,14,248,2.1088709677419355,37.357142857142854,0.1506336405529953,carbondata,8,6,0.072291803999121,0.1257861635220125,1435,703,30,3038,1
79,25.164556962025316,1,0.3002106137793215,79,0.0464135021097046,26,412,2.587378640776699,41.0,0.0995145631067961,carbondata,9,9,0.093140339836375,0.1074766355140186,1435,703,30,3038,1
0,0.0,0,0.0,0,0.0,3,364,1.7417582417582418,211.33333333333337,0.5805860805860806,cassandra,0,0,0.0,0.0,9070,3671,30,13641,1
2,4.0,1,0.0,2,1.0,1,182,1.0,182.0,1.0,cassandra,1,0,0.0992647058823529,0.0,9070,3671,30,13641,1
31,22.967741935483872,2,0.418331131234357,19,0.1268817204301075,1,194,1.0,194.0,1.0,cassandra,2,1,0.2739361702127659,0.0166666666666666,9070,3671,30,13641,1
40,38.4,1,0.4493695887445886,40,0.1115384615384615,1,157,1.0,157.0,1.0,cassandra,3,1,0.2962962962962963,0.2054794520547945,9070,3671,30,13641,1
32,28.75,2,0.3833791208791208,18,0.1008064516129032,2,200,1.045,104.5,0.5225,cassandra,4,2,0.2322404371584699,0.0948905109489051,9070,3671,30,13641,1
47,24.170212765957448,2,0.4318095615967955,31,0.0851063829787234,3,257,1.0894941634241244,93.33333333333331,0.3631647211413748,cassandra,5,3,0.2290388548057259,0.1267605633802817,9070,3671,30,13641,1
65,26.153846153846153,2,0.2952574468834552,44,0.0615384615384615,3,113,1.0442477876106195,39.333333333333336,0.3480825958702065,cassandra,6,3,0.185929648241206,0.1318181818181818,9070,3671,30,13641,1
76,34.31578947368421,2,0.5021268209774402,56,0.063859649122807,3,143,1.034965034965035,49.333333333333336,0.3449883449883449,cassandra,7,3,0.2368421052631578,0.1419354838709677,9070,3671,30,13641,1
72,20.055555555555557,1,0.2990512680167853,72,0.0469483568075117,4,134,1.0671641791044777,35.75,0.2667910447761194,cassandra,8,4,0.2611683848797251,0.0827814569536423,9070,3671,30,13641,1
96,17.0,2,0.3202779189185038,78,0.0309210526315789,6,210,1.2285714285714286,43.0,0.2047619047619047,cassandra,9,5,0.2069825436408977,0.1302681992337164,9070,3671,30,13641,1
126,19.26984126984127,2,0.3104161767399781,99,0.0317460317460317,5,206,1.3155339805825244,54.2,0.2631067961165048,cassandra,10,4,0.2249527410207939,0.1176470588235294,9070,3671,30,13641,1
96,24.625,3,0.272417958539282,92,0.0375,5,191,1.4293193717277486,54.6,0.2858638743455497,cassandra,11,3,0.2169117647058823,0.1021377672209026,9070,3671,30,13641,1
119,22.252100840336137,2,0.2990650020164232,91,0.0306224184589089,0,0,0.0,0.0,0.0,cassandra,12,0,0.0,0.1036269430051813,9070,3671,30,13641,1
25,17.6,1,0.2687581699346404,25,0.1133333333333333,1,182,1.0,182.0,1.0,cayenne,0,1,0.0,0.0,323,135,30,1358,0
51,24.941176470588236,1,0.4945006050341207,51,0.0713725490196078,4,236,1.0042372881355932,59.25,0.2510593220338983,cayenne,1,3,0.1050119331742243,0.136,323,135,30,1358,0
42,24.285714285714285,1,0.3814814814814815,42,0.0859465737514518,2,87,1.0,43.5,0.5,cayenne,2,2,0.0277777777777777,0.109090909090909,323,135,30,1358,0
43,18.32558139534884,1,0.3694547035866286,43,0.0764119601328903,3,554,1.1209386281588447,207.0,0.3736462093862815,cayenne,3,2,0.0508474576271186,0.1468531468531468,323,135,30,1358,0
37,30.7027027027027,2,0.5356926745420377,35,0.093093093093093,4,327,1.0061162079510704,82.25,0.2515290519877676,cayenne,4,4,0.1105263157894736,0.1603053435114503,323,135,30,1358,0
41,27.12195121951219,1,0.3253687270685603,41,0.0780487804878048,4,430,1.009302325581395,108.5,0.2523255813953488,cayenne,5,4,0.1625163826998689,0.1428571428571428,323,135,30,1358,0
43,20.093023255813954,2,0.3202745984598594,41,0.0775193798449612,3,280,1.0071428571428571,94.0,0.3357142857142857,cayenne,6,3,0.0824022346368715,0.126865671641791,323,135,30,1358,0
44,15.727272727272728,1,0.2802824676752636,44,0.0739957716701902,3,911,1.008781558726674,306.3333333333333,0.3362605195755579,cayenne,7,3,0.109075770191507,0.1071428571428571,323,135,30,1358,0
33,15.757575757575758,1,0.2622311855522681,33,0.1003787878787878,3,53,1.0377358490566038,18.333333333333332,0.3459119496855345,cayenne,8,3,0.0112936344969199,0.1463414634146341,323,135,30,1358,0
0,0.0,0,0.0,0,0.0,1,126,1.0,126.0,1.0,celix,0,0,0.0,0.0,173,90,30,1163,0
2,4.0,1,0.0,2,1.0,1,79,1.0,79.0,1.0,celix,1,1,0.3853658536585366,0.0,173,90,30,1163,0
2,6.0,1,0.0,2,1.0,2,75,1.2933333333333332,48.5,0.6466666666666666,celix,2,1,0.0397727272727272,0.5,173,90,30,1163,0
5,9.6,1,0.3333333333333333,5,0.5,0,0,0.0,0.0,0.0,celix,3,0,0.0,0.1666666666666666,173,90,30,1163,0
0,0.0,0,0.0,0,0.0,1,2,1.0,2.0,1.0,celix,4,0,0.0,0.0,173,90,30,1163,0
3,4.0,1,0.0,3,0.6666666666666666,1,90,1.0,90.0,1.0,celix,5,1,0.0,0.0,173,90,30,1163,0
5,8.8,2,0.0,3,0.3,1,38,1.0,38.0,1.0,celix,6,1,0.2421875,0.2,173,90,30,1163,0
2,10.0,1,0.0,2,1.0,1,123,1.0,123.0,1.0,celix,7,0,0.124223602484472,0.0,173,90,30,1163,0
9,4.888888888888889,2,0.0,6,0.1944444444444444,1,12,1.0,12.0,1.0,celix,8,1,0.0518518518518518,0.0,173,90,30,1163,0
5,9.6,2,0.0,3,0.3,2,26,1.1538461538461535,15.0,0.5769230769230769,celix,9,1,0.0238095238095238,0.2,173,90,30,1163,0
2,10.0,1,0.0,2,1.0,1,29,1.0,29.0,1.0,celix,10,1,0.1016949152542373,0.25,173,90,30,1163,0
6,4.666666666666667,2,0.0,3,0.2666666666666666,1,126,1.0,126.0,1.0,celix,11,1,0.1225806451612903,0.2,173,90,30,1163,0
3,5.333333333333333,1,1.0,3,1.0,1,60,1.0,60.0,1.0,celix,12,1,0.1774193548387097,0.2857142857142857,173,90,30,1163,0
7,5.142857142857143,2,0.0,5,0.238095238095238,2,97,1.0206185567010309,49.5,0.5103092783505154,celix,13,1,0.2452830188679245,0.0,173,90,30,1163,0
10,10.4,2,0.3533333333333333,8,0.2666666666666666,1,10,1.0,10.0,1.0,celix,14,1,0.0642201834862385,0.0588235294117647,173,90,30,1163,0
0,0.0,0,0.0,0,0.0,1,2,1.0,2.0,1.0,celix,15,0,0.0,0.0,173,90,30,1163,0
5,2.4,2,0.0,3,0.3,1,18,1.0,18.0,1.0,celix,16,1,0.0,0.0,173,90,30,1163,0
10,5.6,2,0.21,6,0.2,2,30,1.0333333333333334,15.5,0.5166666666666667,celix,17,2,0.0612244897959183,0.1666666666666666,173,90,30,1163,0
5,4.0,1,0.3333333333333333,5,0.5,2,37,1.0,18.5,0.5,celix,18,2,0.0294117647058823,0.2142857142857142,173,90,30,1163,0
6,22.666666666666668,1,0.4777777777777778,6,0.4666666666666667,3,13,1.0,4.333333333333333,0.3333333333333333,celix,19,3,0.02,0.25,173,90,30,1163,0
7,8.0,1,0.3,7,0.3333333333333333,2,255,1.0627450980392157,135.5,0.5313725490196078,celix,20,1,0.0,0.2857142857142857,173,90,30,1163,0
4,7.0,1,0.0,4,0.5,1,6,1.0,6.0,1.0,celix,21,1,0.0,0.2,173,90,30,1163,0
4,13.0,1,0.0,4,0.6666666666666666,2,1,2.0,1.0,1.0,celix,22,2,0.0,0.1428571428571428,173,90,30,1163,0
4,8.0,1,0.5833333333333333,4,0.6666666666666666,1,78,1.0,78.0,1.0,celix,23,1,0.0,0.125,173,90,30,1163,0
10,12.8,2,0.0,7,0.1777777777777777,2,51,1.1764705882352942,30.0,0.5882352941176471,celix,24,2,0.2101449275362318,0.1666666666666666,173,90,30,1163,0
5,12.0,1,0.3333333333333333,5,0.5,0,0,0.0,0.0,0.0,celix,25,0,0.0,0.0769230769230769,173,90,30,1163,0
7,8.0,1,0.3142857142857143,7,0.4285714285714285,1,5,1.0,5.0,1.0,celix,26,1,0.0,0.0714285714285714,173,90,30,1163,0
6,12.0,2,0.3888888888888888,4,0.3333333333333333,0,0,0.0,0.0,0.0,celix,27,0,0.0,0.0,173,90,30,1163,0
2,8.0,1,0.0,2,1.0,2,2,1.0,1.0,0.5,celix,28,2,0.0,0.0,173,90,30,1163,0
6,11.333333333333334,1,0.5833333333333334,6,0.5333333333333333,2,4,1.0,2.0,0.5,celix,29,2,0.0,0.1111111111111111,173,90,30,1163,0
5,15.2,1,0.7,5,0.7,2,42,1.0238095238095235,21.5,0.5119047619047619,celix,30,2,0.0212765957446808,0.3333333333333333,173,90,30,1163,0
8,9.0,1,0.2083333333333333,8,0.2857142857142857,1,2,1.0,2.0,1.0,celix,31,1,0.0,0.0666666666666666,173,90,30,1163,0
9,5.333333333333333,1,0.0,9,0.2222222222222222,0,0,0.0,0.0,0.0,celix,32,0,0.0,0.0,173,90,30,1163,0
10,11.2,1,0.5285714285714286,10,0.4,2,50,1.02,25.5,0.51,celix,33,2,0.0,0.0769230769230769,173,90,30,1163,0
11,12.0,2,0.2489177489177488,9,0.2,2,239,1.0209205020920502,122.0,0.5104602510460251,celix,34,2,0.0542372881355932,0.0344827586206896,173,90,30,1163,0
5,8.0,1,0.0,5,0.4,1,46,1.0,46.0,1.0,celix,35,1,0.096551724137931,0.2,173,90,30,1163,0
5,5.6,1,0.6,5,0.6,2,87,1.011494252873563,44.0,0.5057471264367817,celix,36,2,0.126865671641791,0.1,173,90,30,1163,0
7,9.142857142857142,1,0.5047619047619047,7,0.4285714285714285,2,55,1.0,27.5,0.5,celix,37,2,0.1818181818181818,0.1333333333333333,173,90,30,1163,0
9,10.22222222222222,1,0.4,9,0.3333333333333333,1,9,1.0,9.0,1.0,celix,38,1,0.0,0.1428571428571428,173,90,30,1163,0
5,7.2,1,0.3333333333333333,5,0.5,0,0,0.0,0.0,0.0,celix,39,0,0.0,0.2352941176470588,173,90,30,1163,0
8,7.0,1,0.2541666666666666,8,0.3214285714285714,1,15,1.0,15.0,1.0,celix,40,1,0.0,0.1428571428571428,173,90,30,1163,0
3,6.666666666666667,1,0.0,3,0.6666666666666666,1,24,1.0,24.0,1.0,celix,41,1,0.0,0.0,173,90,30,1163,0
6,4.666666666666667,1,0.0,6,0.3333333333333333,3,114,1.1754385964912282,44.666666666666664,0.391812865497076,celix,42,2,0.0632911392405063,0.0,173,90,30,1163,0
8,6.0,1,0.2916666666666666,8,0.2857142857142857,4,79,1.1265822784810129,22.25,0.2816455696202531,celix,43,3,0.0941704035874439,0.1538461538461538,173,90,30,1163,0
0,0.0,0,0.0,0,0.0,5,79,1.379746835443038,21.8,0.2759493670886076,chemistry,0,0,0.0,0.0,7,5,0,12,0
17,4.9411764705882355,2,0.1134453781512604,14,0.1323529411764706,2,95,1.0842105263157895,51.5,0.5421052631578948,chemistry,1,2,0.1084905660377358,0.0,7,5,0,12,0
14,5.714285714285714,2,0.0809523809523809,12,0.1538461538461538,1,109,1.0,109.0,1.0,chemistry,2,1,0.2688679245283019,0.0625,7,5,0,12,0
17,18.823529411764707,2,0.1232492997198879,15,0.1323529411764706,2,134,1.007462686567164,67.5,0.503731343283582,chemistry,3,2,0.2827868852459016,0.15625,7,5,0,12,0
8,5.0,2,0.0,6,0.2142857142857142,1,11,1.0,11.0,1.0,chemistry,4,1,0.0547945205479452,0.0833333333333333,7,5,0,12,0
7,5.714285714285714,2,0.0,4,0.238095238095238,3,73,1.0684931506849316,26.0,0.3561643835616438,chemistry,5,2,0.1123595505617977,0.0909090909090909,7,5,0,12,0
9,10.666666666666666,1,0.455026455026455,9,0.2777777777777778,2,56,1.0,28.0,0.5,chemistry,6,2,0.126865671641791,0.1333333333333333,7,5,0,12,0
11,12.0,2,0.2363636363636363,8,0.2363636363636363,1,50,1.0,50.0,1.0,chemistry,7,1,0.2264150943396226,0.2608695652173913,7,5,0,12,0
25,12.64,2,0.2909004329004329,19,0.1266666666666666,3,105,1.2095238095238094,42.333333333333336,0.4031746031746032,chemistry,8,2,0.1977401129943503,0.0784313725490196,7,5,0,12,0
24,10.333333333333334,2,0.0907407407407407,21,0.108695652173913,9,293,1.061433447098976,34.55555555555556,0.117937049677664,chemistry,9,4,0.091324200913242,0.088235294117647,7,5,0,12,0
